,Reviews,Polarity,Predicted Polarity
18878,no comments review is an image,0,0
18879,no comments review is an image,0,0
18880,no comments review is an image,0,0
18881,no comments review is an image,0,0
18882,no comments review is an image,0,0
18883,no comments review is an image,0,0
18884,no comments review is an image,0,0
18885,no comments review is an image,0,0
18886,fast and good products,1,1
18887,please order from them,0,0
18888,items were bubble wrapped and received items in good condition,1,1
18889,seller gave a jesu travel kit for free,1,1
18890,thank you,0,0
18891,I have used this with a cotton pad even tho it is not stated,0,0
18892,so far my skin s feeling calm no bad side effects no breakout,1,1
18893,negative purchase experience,-1,0
18894,bought on 3 12 items shipped on 6 12 but never received items reason given was overwhelming orders,0,0
18895,waited 5 more days and on 17 12 i requested to cancel order refund payment,0,0
18896,but items miraculously arrived within a day of cancellation request,1,1
18897,disappointing,-1,-1
18898,received after almost a month of fighting with their team as one of the item is out of stock but never been informed after almost 2 weeks of order,0,0
18899,kept being told lies after lies,-1,-1
18900,will never purchase again,0,0
18901,is good,1,1
18902,no comments review is an image,0,0
18903,no comments review is an image,0,0
18904,no comments review is an image,0,0
18905,no comments review is an image,0,0
18906,no comments review is an image,0,0
18907,no comments review is an image,0,0
18908,no comments review is an image,0,0
18909,repeat buy,0,0
18910,fast delivery and item was received nicely,1,1
18911,product came quite quickly within 2 days of order,0,0
18912,have not used it yet hope it works well,1,1
18913,item received,0,0
18914,well packaged and cheap during the sale,1,1
18915,shopeehaul,0,0
18916,items received in good condition delivered within 2 days,1,1
18917,package was well packed with bubble wrap and box,1,1
18918,delivery was also fast will definitely order again,1,1
18919,took about 4 working days to ship out deliver,1,1
18920,cheaper than the store,1,1
18921,arrived in a super timely manner and came with a freebie,1,1
18922,looking forward to my next purchase,0,0
18923,very fast delivery,1,1
18924,very well packaged,1,1
18925,hope it works well,1,1
18926,no comments review is an image,0,0
18927,no comments review is an image,0,0
18928,no comments review is an image,0,0
18929,no comments review is an image,0,0
18930,no comments review is an image,0,0
18931,no comments review is an image,0,0
18932,no comments review is an image,0,0
18933,no comments review is an image,0,0
18934,no comments review is an image,0,0
18935,good,1,1
18936,packaging well pack,1,1
18937,the delivery was super fast,1,1
18938,have yet to use the product,0,0
18939,the design on the box seems different,0,0
18940,hope product is genuine though,1,1
18941,got surprise gift from seller thanks,0,0
18942,items received without any dents and came with a surprise gift,-1,-1
18943,no comments review is an image,0,0
18944,no comments review is an image,0,0
18945,no comments review is an image,0,0
18946,no comments review is an image,0,0
18947,super fast delivery,1,1
18948,item came in good condition and shelf life is good,1,1
18949,no comments review is an image,0,0
18950,no comments review is an image,0,0
18951,no comments review is an image,0,0
18952,no comments review is an image,0,0
18953,no comments review is an image,0,0
18954,no comments review is an image,0,0
18955,no comments review is an image,0,0
18956,fast delivery,1,1
18957,products are nicely wrapped with bubble wrapper,1,1
18958,it has long expiry date,0,0
18959,body feels clean after using the scrub,1,1
18960,nice smell is an additional bonus,1,1
18961,fast delivery,1,1
18962,received second day of purchase during 10 10 sale,0,0
18963,item in good condition and expiry 2022 come with free mask,1,1
18964,no comments review is an image,0,0
18965,no comments review is an image,0,0
18966,no comments review is an image,0,0
18967,no comments review is an image,0,0
18968,no comments review is an image,0,0
18969,very good seller n products,1,1
18970,order received within 2 days,0,0
18971,products received in good condition and comes air wrapped,1,1
18972,fast delivery too,1,1
18973,can not wait to try it,0,0
18974,i love this product,1,1
18975,have not open yet but is in one piece,0,0
18976,yay,1,1
18977,received the order fast,1,1
18978,items were in tact with free sleeping pack trial given for free,1,1
18979,5 stars for innisfree,0,0
18980,initially i wanted to get the green tea serum which is their best seller,1,1
18981,but there is no promotion so i settled for this pomegranate instead,0,0
18982,keeping my fingers crossed,0,0
18983,bought it as a gift for friend,0,0
18984,quick delivery,1,1
18985,wrapped nicely in double layer of brow paper and bubble wrap,1,1
18986,very satisfied with the good quality and fast delivery,1,1
18987,good purchase,1,1
18988,item as per described and authentic,1,1
18989,no comments review is an image,0,0
18990,no comments review is an image,0,0
18991,no comments review is an image,0,0
18992,no comments review is an image,0,0
18993,no comments review is an image,0,0
18994,no comments review is an image,0,0
18995,no comments review is an image,0,0
18996,no comments review is an image,0,0
18997,no comments review is an image,0,0
18998,no comments review is an image,0,0
18999,no comments review is an image,0,0
19000,no comments review is an image,0,0
19001,no comments review is an image,0,0
19002,no comments review is an image,0,0
19003,no comments review is an image,0,0
19004,no comments review is an image,0,0
19005,no comments review is an image,0,0
19006,no comments review is an image,0,0
19007,no comments review is an image,0,0
19008,no comments review is an image,0,0
19009,no comments review is an image,0,0
19010,no comments review is an image,0,0
19011,no comments review is an image,0,0
19012,no comments review is an image,0,0
19013,a nice gift set bought at flash sale super value come with a green tea trio kit,1,1
19014,no comments review is an image,0,0
19015,no comments review is an image,0,0
19016,delivery is fast and package is good,1,1
19017,however i dun really like the smell of the lotion but will try buying other products i need again,0,0
19018,arrived very quickly,0,0
19019,took about 3 days and in great packaging,1,1
19020,fast delivery but not sure why when successfully delivered never notify by sms anymore,1,1
19021,the previous parcel when delivered successfully will notify by sms,1,1
19022,item was wrapped well despatched price and was received in good condition,1,1
19023,price during flash sales period was plus good value for money,1,1
19024,exactly as described and shown in the picture,0,0
19025,moderate shipping time,0,0
19026,came bubble wrapped delivery was fast,1,1
19027,expiry date at 2022,0,0
19028,fast delivery,1,1
19029,great buy during 11 11 sales,1,1
19030,item came as advertised,0,0
19031,great buy during 11 11 sales,1,1
19032,item came as advertised,0,0
19033,no comments review is an image,0,0
19034,no comments review is an image,0,0
19035,no comments review is an image,0,0
19036,no comments review is an image,0,0
19037,no comments review is an image,0,0
19038,fast delivery and well packed,1,1
19039,standard size for eye cream,0,0
19040,hope it works well,1,1
19041,received in good condition bubble wrapped just that dint expect it to be in a big box when it is a small item,0,0
19042,item came wrapped in bubble wrap received 2 days after purchase,0,0
19043,no comments review is an image,0,0
19044,no comments review is an image,0,0
19045,no comments review is an image,0,0
19046,good packaging n fast delivery,1,1
19047,have not tried this before but saw good reviews hence bought to try,1,1
19048,price point is really affordable too,1,1
19049,hope it can clear out the sebum on the face,1,1
19050,super fast delivery,1,1
19051,well nd neatly packed with bubble wrap,1,1
19052,love innisfree products,1,1
19053,well satisfied with this seller,1,1
19054,ordered on sunday morning and received on tuesday morning,0,0
19055,great,1,1
19056,fast delivery and good quality facial foam,1,1
19057,fast delivery,1,1
19058,came in a solid package can not wait to try the product,1,1
19059,have high hopes for this,1,0
19060,took about 4 working days to ship out deliver,1,1
19061,cheaper than the store,1,1
19062,expire 2022 nicely packaged in bubble wrap,1,1
19063,bought with other products and got a free sheet mask,1,1
19064,bought during innisfree sale,0,0
19065,cheaper than in store and fast delivery,1,1
19066,wanted a refund but ordered was delivered anyways w o notice,1,1
19067,I am not that anal about it so i guess now I will have to use them,0,0
19068,great received in a week,1,1
19069,I have used this facial foam before in it is old packaging,0,0
19070,hope this new one is as good or even better,1,1
19071,fast delivery and in good packing,1,1
19072,fast and come with a extra protection of bubble wrap,1,1
19073,super fast delivery,1,1
